character,pinyin_hanziDB,pinyin_qxk,meaning,pinyin_hanziDB_qxk,pinyin_name,pinyin_givenname,pinyin_familyname,pinyin,tone,tone_name,tone_familyname,tone_givenname,pinyin_notone,eng,eng_name,eng_familyname,eng_givenname
误,wù,wù,wù	[誤]	1:错。～解|～区|～会|失～|错～|准确无～。2:耽搁。～事|～工|～期|迟～|耽～|延～。3:使受损害。～国|～事|贻～|～人子弟。,wù,wù,wù,wù,wù,4,4,4,4,wu,wu,wu,wu,wu
诱,yòu,yòu,yòu	[誘]	1:引导；劝导。～导|～发|～因|劝～|循循善～。2:用手段使上当或中计。～惑|～饵|～骗|引～|利～|～敌深入。,yòu,yòu,yòu,yòu,yòu,4,4,4,4,you,you,you,you,you
诲,huì,huì,huì	[誨]	教导；劝说。教～|训～|～人不倦。,huì,huì,huì,huì,huì,4,4,4,4,hui,hui,hui,hui,hui
说,shuō,shuō#shuì#yuè,1shuì	[説]	用话劝说，使对方听从自己的意见。游～。#####2shuō	[説]	1:用言语表达；讲。～话｜～理｜～明｜～服｜诉～｜演～｜劝～。2:言论；主张。学～｜成～｜邪～｜有此一～｜自圆其～｜著书立～。3:责怪；批评。数(shǔ）～｜又挨～了｜～了他一顿。4:介绍；从中说合。～媒｜～亲｜～婆家。,shuō#shuì#yuè,shuō#shuì#yuè,shuō#shuì#yuè,shuō#shuì#yuè,shuō#shuì#yuè,1#4#4,1#4#4,1#4#4,1#4#4,shuo#shui#yue,shuo#shui#yue,shuo#shui#yue,shuo#shui#yue,shuo#shui#yue
诵,sòng,sòng,sòng	[誦]	1:朗读；读出声音来。～诗｜～读｜朗～｜讽～｜吟～。2:凭记忆念出。记～｜背～｜过目成～。3:述说；陈述。传～｜称～。,sòng,sòng,sòng,sòng,sòng,4,4,4,4,song,song,song,song,song
垦,kěn,kěn,kěn	[墾]	1:翻土。～地|～田。2:开辟荒地。～荒|～殖|开～|屯～戍边。,kěn,kěn,kěn,kěn,kěn,3,3,3,3,ken,ken,ken,ken,ken
退,tuì,tuì,tuì	1:向后移动（跟“进”相对）。～缩|～让|～避|败～|倒～|后～。2:使向后移动。～兵|～敌|击～|斥～。3:离开；脱离。～场|～学|～役|～位|辞～|早～。4:交还（已收下或已买下的东西）。～还|～换|～稿|～货|～票|～款。5:下降；衰减。～潮|～烧|～色|衰～|减～|消～。6:撤销（已定的事）。～婚|～亲。,tuì,tuì,tuì,tuì,tuì,4,4,4,4,tui,tui,tui,tui,tui
既,jì,jì,jì	1:副词。 已经。～成事实|～得利益|～往不咎。2:副词。 跟“且、又、也”等配合，表示兼有两种情况。～好且快|～美观又大方|～肯定成绩，也指出不足。3:连词。 既然，表示先提出前提，再加以推论。～来之，则安之|～是他不愿意，就不要勉强。,jì,jì,jì,jì,jì,4,4,4,4,ji,ji,ji,ji,ji
屋,wū,wū,wū	房子；房间。～顶|～檐|房～|茅～|书～|高～建瓴。,wū,wū,wū,wū,wū,1,1,1,1,wu,wu,wu,wu,wu
昼,zhòu,zhòu,zhòu	[晝]	白天，从日出到日落的时间（跟“夜”相对）。～夜|白～|～伏夜出|夏季～长夜短。,zhòu,zhòu,zhòu,zhòu,zhòu,4,4,4,4,zhou,zhou,zhou,zhou,zhou
屏,píng,píng#bǐng,1bǐng	1:抑制（呼吸）。～住呼吸|～气敛声|～息静听。2:排除；除去。～退|～除|～弃。#####2píng	1:遮挡；遮挡物。～蔽|～障|～风|画～|围～|孔雀开～。2:成组的字画的条幅，通常以四幅或八幅为一组。条～|挂～|四扇～。,píng#bǐng,píng#bǐng,píng#bǐng,píng#bǐng,píng#bǐng,2#3,2#3,2#3,2#3,ping#bing,ping#bing,ping#bing,ping#bing,ping#bing
屎,shǐ,shǐ,shǐ	1:粪便。拉～｜狗～｜一泡～。2:眼睛、耳朵等器官的分泌物。眼～｜耳～。,shǐ,shǐ,shǐ,shǐ,shǐ,3,3,3,3,shi,shi,shi,shi,shi
费,fèi,fèi,fèi	[費]	1:消耗；用掉。耗～|花～|消～|～工夫。2:用在某方面的钱。～用|经～|学～|免～。3:消耗得多；用得多（跟“省”相对）。～电|～油|～煤|他穿鞋很～。4:（Fèi）姓。,fèi,fèi,fèi,fèi,fèi,4,4,4,4,fei,fei,fei,fei,fei
陡,dǒu,dǒu,dǒu	1:坡度很大，近于垂直。～壁|～峭|～坡|山坡很～。2:突然。～变|～增。,dǒu,dǒu,dǒu,dǒu,dǒu,3,3,3,3,dou,dou,dou,dou,dou
逊,xùn,xùn,xùn	[遜]	1:退避；辞让。～位（让出帝王的位子）。2:谦让；恭敬。谦～|出言不～。3:有差距；比不上。～色|稍～一筹。,xùn,xùn,xùn,xùn,xùn,4,4,4,4,xun,xun,xun,xun,xun
眉,méi,méi,méi	1:眉毛。～头|皱～|浓～|柳～|～清目秀|喜上～梢。2:书页上端空白的地方。书～|～批。,méi,méi,méi,méi,méi,2,2,2,2,mei,mei,mei,mei,mei
孩,hái,hái,hái	儿童。～儿|～童|小～儿|～提|婴～|女～儿。,hái,hái,hái,hái,hái,2,2,2,2,hai,hai,hai,hai,hai
陨,yǔn,yǔn,yǔn	[隕]	坠落。～落|～灭|～石|～星。,yǔn,yǔn,yǔn,yǔn,yǔn,3,3,3,3,yun,yun,yun,yun,yun
除,chú,chú,chú	1:去掉。～草｜开～｜消～｜扫～｜废～｜兴利～弊｜～病根儿。2:介词。 表示不计算在内。～此而外｜～他之外，大家都去。3:数学基本运算方法之一。把一个数分成若干等份的运算，如6÷2=3，读为六除以二等于三。,chú,chú,chú,chú,chú,2,2,2,2,chu,chu,chu,chu,chu
险,xiǎn,xiǎn,xiǎn	[險]	1:地势险恶，不易通过；地势险恶不易通过的地方。～峻|～阻|～要|天～|无～可守。2:危险。～情|风～|惊～|冒～|抢～|探～。3:狠毒。～恶|阴～。4:副词。 几乎；差一点儿。～遭不幸。,xiǎn,xiǎn,xiǎn,xiǎn,xiǎn,3,3,3,3,xian,xian,xian,xian,xian
院,yuàn,yuàn,yuàn	1:院子，房屋周围用墙或栅栏等围起来的空地。～落|庭～|后～|场～|四合～。2:某些机关、学校和公共场所的名称。法～|学～|医～|剧～|科学～|电影～。3:指医院。住～|出～|转～。4:指学院。高等～校。,yuàn,yuàn,yuàn,yuàn,yuàn,4,4,4,4,yuan,yuan,yuan,yuan,yuan
娃,wá,wá,wá	1:小孩子。男～|放牛～。2:某些幼小的动物。猪～|鸡～|狗～。3:美女；少女。娇～。,wá,wá,wá,wá,wá,2,2,2,2,wa,wa,wa,wa,wa
姥,lǎo,mǔ#lǎo,lǎo	1:【姥姥（lɑo）】 外祖母。2:【姥爷（ye）】 外祖父。,mǔ#lǎo,mǔ#lǎo,mǔ#lǎo,mǔ#lǎo,mǔ#lǎo,3#3,3#3,3#3,3#3,mu#lao,mu#lao,mu#lao,mu#lao,mu#lao
姨,yí,yí,yí	1:母亲的姐妹。～妈|～父|二～。2:妻子的姐妹。大～子|小～子。3:称呼年纪跟自己母亲差不多的女子。赵～|张～。,yí,yí,yí,yí,yí,2,2,2,2,yi,yi,yi,yi,yi
姻,yīn,yīn,yīn	1:婚姻。～缘|联～。2:由婚姻而结成的亲属关系。～亲。,yīn,yīn,yīn,yīn,yīn,1,1,1,1,yin,yin,yin,yin,yin
娇,jiāo,jiāo,jiāo	[嬌]	1:柔美可爱。～嫩|～艳|～小|～媚|～羞|～柔。2:意志脆弱；害怕吃苦。～气|这姑娘太～了。3:过度爱护。～纵|～惯|～宠|～生惯养。,jiāo,jiāo,jiāo,jiāo,jiāo,1,1,1,1,jiao,jiao,jiao,jiao,jiao
姚,yáo,yáo,yáo	姓。,yáo,yáo,yáo,yáo,yáo,2,2,2,2,yao,yao,yao,yao,yao
娜,nà,nà#nuó,1nà	见于人名。#####2nuó	1:【婀（ē）娜】 见“婀”。2:【袅（niǎo）娜】 见“袅”。,nà#nuó,nà#nuó,nà#nuó,nà#nuó,nà#nuó,4#2,4#2,4#2,4#2,na#nuo,na#nuo,na#nuo,na#nuo,na#nuo
怒,nù,nù,nù	1:生气；气愤。～气|～火|愤～|发～|～不可遏。2:形容气势盛大。～吼|～放|～潮。,nù,nù,nù,nù,nù,4,4,4,4,nu,nu,nu,nu,nu
架,jià,jià,jià	1:架子，放置器物或支撑物体的东西。书～|货～|担～|衣～|脚手～|骨～。2:搭；支起。～设|～桥|～电线。3:搀扶。他脚腕子扭了，被人～了回来。4:劫持。绑～|人质被匪徒～走了。5:承受；抵挡。招～|～不住|～得住。6:互相殴打或争吵的事。打～|吵～|劝～|群～。7:量词。 用于有支架或有机械的物体。一～藤萝|一～钢秦|两～飞机。,jià,jià,jià,jià,jià,4,4,4,4,jia,jia,jia,jia,jia
贺,hè,hè,hè	[賀]	1:庆祝。～礼|～喜|～卡|祝～|庆～|～岁片|可喜可～。2:（Ｈè）姓。,hè,hè,hè,hè,hè,4,4,4,4,he,he,he,he,he
盈,yíng,yíng,yíng	1:充满。充～|喜～门|热泪～眶|恶贯满～。2:多余；多出。～余|～利。,yíng,yíng,yíng,yíng,yíng,2,2,2,2,ying,ying,ying,ying,ying
勇,yǒng,yǒng,yǒng	1:不怕危险和困难；有胆量。～敢|～气|～士|～猛|英～|奋～|见义～为。2:清代称战时临时招募的兵。乡～|散兵游～。,yǒng,yǒng,yǒng,yǒng,yǒng,3,3,3,3,yong,yong,yong,yong,yong
怠,dài,dài,dài 	1:懒散；松懈。～惰|懈～|～工。2:轻慢；不恭敬。～慢。,dài,dài,dài,dài,dài,4,4,4,4,dai,dai,dai,dai,dai
癸,guǐ,guǐ,guǐ	天干的第十位，常用作顺序的第十。,guǐ,guǐ,guǐ,guǐ,guǐ,3,3,3,3,gui,gui,gui,gui,gui
蚤,zǎo,zǎo,zǎo	跳蚤，昆虫。黑褐色，没有翅膀，善于跳跃。吸食人畜血液，能传播疾病。,zǎo,zǎo,zǎo,zǎo,zǎo,3,3,3,3,zao,zao,zao,zao,zao
柔,róu,róu,róu	1:软。～软|～嫩|～弱|纤～|～枝嫩叶。2:温和（跟“刚”相对）。～情|～和|温～|～声细语|以～克刚。3:安抚。～民|怀～。,róu,róu,róu,róu,róu,2,2,2,2,rou,rou,rou,rou,rou
垒,lěi,lěi,lěi	[壘]	1:用砖、石等砌或筑。～墙|～猪圈|梯田边～上石头。2:军队防守用的围墙或工事。壁～|堡～|营～|深沟高～。,lěi,lěi,lěi,lěi,lěi,3,3,3,3,lei,lei,lei,lei,lei
绑,bǎng,bǎng,bǎng	[綁]	捆起来。～扎|～架|～腿|捆～。,bǎng,bǎng,bǎng,bǎng,bǎng,3,3,3,3,bang,bang,bang,bang,bang
绒,róng,róng,róng	[絨]	1:柔软而细小的毛。～毛|羽～|鸭～|驼～。2:上面有一层细毛的纺织品。丝～|呢～|长毛～|灯芯～。,róng,róng,róng,róng,róng,2,2,2,2,rong,rong,rong,rong,rong
结,jié,jié#jiē,1jiē	[結]	植物长出（果实或种子）。开花～果|树上～了很多桃儿|葵花要～子儿了。#####2jié	[結]	1:系（jì）；绾（wǎn）。～绳|～网|～扎|张灯～彩。2:用条状物绾成的疙瘩。打～|活～|死～|蝴蝶～。3:凝聚。～冰|～晶|～石|板～|凝～。4:彼此产生某种关系。～合|～构|～婚|～伴|团～|勾～。5:结束；了结。～论|～果|～局|～业|～账|终～。,jié#jiē,jié#jiē,jié#jiē,jié#jiē,jié#jiē,2#1,2#1,2#1,2#1,jie#jie,jie,jie,jie,jie
绕,rào,rào,rào	[繞]	1:缠。～线|缠～|盘～。2:纠缠。你把我～糊涂了。3:围着转。环～|缭～|围～|～场一周|地球～着太阳转。4:走迂回的路过去。～道|～远儿|～行。,rào,rào,rào,rào,rào,4,4,4,4,rao,rao,rao,rao,rao
骄,jiāo,jiāo,jiāo	[驕]	1:自高自大，看不起别人。～傲|～横|戒～戒躁|～奢淫逸|～兵必败。2:猛烈。～阳似火。,jiāo,jiāo,jiāo,jiāo,jiāo,1,1,1,1,jiao,jiao,jiao,jiao,jiao
绘,huì,huì,huì	[繪]	画；描写。～画|彩～|描～|测～。,huì,huì,huì,huì,huì,4,4,4,4,hui,hui,hui,hui,hui
给,gěi,gěi#jǐ,1gěi	[給]	1:交付；送与。交～对方|～以奖励|～我一支笔。2:容许；致使。把报纸拿过来，～我瞧瞧|别～他跑了。3:介词。 被。相机～他弄坏了|衣服～雨淋湿了。4:介词。 为（wèi）；替。～他们提个醒|～我跑一趟。5:介词。 朝；向；对。～老师行礼|他～我使了个眼色。6:助词。 加强语气。雨把衣服～淋湿了|杯子让他～打碎了。#####2jǐ	[給]	1:供应。～养|～予|补～|配～|自～自足。2:富足；丰裕。家～人足。,gěi#jǐ,gěi#jǐ,gěi#jǐ,gěi#jǐ,gěi#jǐ,3#3,3#3,3#3,3#3,gei#ji,gei#ji,gei#ji,gei#ji,gei#ji
绚,xuàn,xuàn,xuàn	[絢]	色彩华丽。～丽|～烂。,xuàn,xuàn,xuàn,xuàn,xuàn,4,4,4,4,xuan,xuan,xuan,xuan,xuan
骆,luò,luò,luò	[駱]	1:【骆驼（tuo）】 哺乳动物。身体高大，毛褐色，头小，颈长，背上有一个或两个驼峰，蹄底有肉垫，耐饥渴，能负重在沙漠中远行。2:（Luò）姓。,luò,luò,luò,luò,luò,4,4,4,4,luo,luo,luo,luo,luo
络,luò,luò#lào,1lào	[絡]	1:络子，用线结成的网状小袋子。2:络子，绕线、绕纱的器具，多用竹条或木条交叉制成。#####2luò	[絡]	1:像网的东西。网～|橘～|经～|脉～|丝瓜～。2:用网状物兜住或罩住。用发网～住头发。3:缠绕。～线|～纱。,luò#lào,luò#lào,luò#lào,luò#lào,luò#lào,4#4,4#4,4#4,4#4,luo#lao,luo#lao,luo#lao,luo#lao,luo#lao
绝,jué,jué,jué	[絶]	1:断；中止。～望|～迹|～缘|断～|隔～|络绎不～。2:穷尽；净尽。灭～|弹尽粮～|赶尽杀～。3:高超的；独一无二的。～技|～招|精美～伦|拍案叫～|千古～唱。4:走不通的；没有出路的。～境|～路|～顶|～壁|～症|～处逢生。5:死亡。～命|悲痛欲～|竟成～笔。6:绝句，旧诗的一种体裁。五～|七～。7:副词。 极。艰苦卓～|～大多数。8:副词。 绝对；无论如何（用在否定词前）。～无仅有|～不后退。,jué,jué,jué,jué,jué,2,2,2,2,jue,jue,jue,jue,jue
绞,jiǎo,jiǎo,jiǎo	[絞]	1:拧；扭紧。～毛巾|～尽脑汁（比喻苦苦思索）。2:把两股或两股以上的条状物扭在一起；比喻纠缠。～绳子|几个问题～在一起。3:用绳索把人勒死。～刑|～死|～杀|～索|～架。4:转动系有绳索的轮轴，使系在绳索另一端的物体移动。～车|～盘|～辘轳打水。5:用装有刀具的机械切割。～肉馅儿|心如刀～。6:量词。 用于纱、毛线等。一～棉纱|几～毛线。,jiǎo,jiǎo,jiǎo,jiǎo,jiǎo,3,3,3,3,jiao,jiao,jiao,jiao,jiao
骇,hài,hài,hài	[駭]	惊吓；震惊。～怕|～然|～异|惊～|～人听闻|惊涛～浪。,hài,hài,hài,hài,hài,4,4,4,4,hai,hai,hai,hai,hai
统,tǒng,tǒng,tǒng	[統]	1:事物之间的连续关系。系～|血～|传～|正～|法～|道～。2:总括；总起来。～筹|～称|～计|～考|～共|笼～。3:总领；管辖。～率|～兵|～治|～领|～帅|总～。4:年代地层单位的第四级，在系之下，跟地质年代分期的“世”对应，如全新统。,tǒng,tǒng,tǒng,tǒng,tǒng,3,3,3,3,tong,tong,tong,tong,tong
耕,gēng,gēng,gēng	1:翻地松土（准备播种）。～地|～作|～种|备～|春～|精～细作。2:比喻致力于某种劳动或事业。舌～|笔～不辍。,gēng,gēng,gēng,gēng,gēng,1,1,1,1,geng,geng,geng,geng,geng
耘,yún,yún,yún	除去田地里的杂草。～田|耕～。,yún,yún,yún,yún,yún,2,2,2,2,yun,yun,yun,yun,yun
耗,hào,hào,hào	1:减损；消费。～费|～电|消～|损～|内～。2:拖延。～时间|别～着了，快想办法吧。3:音信；消息（多指不好的）。音～|噩～|凶～。,hào,hào,hào,hào,hào,4,4,4,4,hao,hao,hao,hao,hao
耙,bà,bà#pá,1bà	1:用来弄碎土块、平整土地的农具。钉齿～|圆盘～。2:用耙弄碎土块，使土地平整。～地。#####2pá	1:耙子，用来平整土地或聚散谷物、柴草等的农具。一端有齿，柄长。钉～|竹～|倒打一～。2:用耙子平整土地或聚散谷物、柴草等。～地|～草。,bà#pá,bà#pá,bà#pá,bà#pá,bà#pá,4#2,4#2,4#2,4#2,ba#pa,ba#pa,ba#pa,ba#pa,ba#pa
艳,yàn,yàn,yàn	[艷]	1:色彩鲜明漂亮。～丽|～阳|鲜～|娇～|争奇斗～。2:关于情爱方面的。～福|～遇|～闻|～史|香～。,yàn,yàn,yàn,yàn,yàn,4,4,4,4,yan,yan,yan,yan,yan
泰,tài,tài,tài	1:平安；安宁。～然|安～|康～|国～民安。2:最远。～古|～西（旧指西洋，主要指欧洲）。,tài,tài,tài,tài,tài,4,4,4,4,tai,tai,tai,tai,tai
秦,qín,qín,qín	1:周代诸侯国名春秋五霸之一，也是战国七雄之一，故地在今甘肃、陕西一带。2:朝代名（公元前221-前206年）秦始皇嬴政所建，建都咸阳，是中国历史上第一个中央集权的封建王朝。3:陕西的别称。～腔。4:姓。,qín,qín,qín,qín,qín,2,2,2,2,qin,qin,qin,qin,qin
珠,zhū,zhū,zhū	1:珍珠，某些蚌类贝壳内因病理变化或受沙粒等外界刺激而形成的圆粒。～宝|明～|夜明～|～光宝气|～联璧合|鱼目混～。2:小的圆粒形的东西。水～儿|眼～|汗～|露～|佛～|算盘～儿。,zhū,zhū,zhū,zhū,zhū,1,1,1,1,zhu,zhu,zhu,zhu,zhu
班,bān,bān,bān	1:按工作、学习需要编成的组织。～组|～级|～长|炊事～。2:工作按时间分成的段落。上～|夜～|加～|当～|倒～|替～。3:军队编制最基层的单位，在排之下。尖刀～|三排一～。4:定时开行的班次。～车|～机|航～。5:调回或调动（军队）。～师|～兵。6.1:量词。 用于人群。一～人马|一～朋友|这～年轻人。6.2:量词。 用于定时开行的运输工具。飞机每周有三～|搭下一～火车|增开六～汽车。7:（Bān）姓。,bān,bān,bān,bān,bān,1,1,1,1,ban,ban,ban,ban,ban
素,sù,sù,sù	1:本色；白色。～绢｜～服｜～白｜～车白马｜红妆～裹。2:颜色单纯；不艳丽。～淡｜～净｜～雅｜～洁。3:蔬菜、瓜果等食物（跟“荤”相对）。～菜｜～食｜吃～｜两荤两～。4:本来的；原有的。～质｜～材｜朴～。5:带有根本性的物质；构成某种物质的基本成分。元～｜要～｜像～｜维生～。6:平日；向来。～日｜～来｜～常｜平～｜～不相识。,sù,sù,sù,sù,sù,4,4,4,4,su,su,su,su,su
匿,nì,nì,nì	隐藏；躲避。～藏|～名|隐～|藏～|逃～|销声～迹。,nì,nì,nì,nì,nì,4,4,4,4,ni,ni,ni,ni,ni
蚕,cán,cán,cán	[蠶]	某些能吐丝结茧的昆虫，如家蚕、柞蚕、蓖麻蚕等。通常指家蚕。,cán,cán,cán,cán,cán,2,2,2,2,can,can,can,can,can
顽,wán,wán,wán	[頑]	1:愚昧无知。～劣|愚～|冥～。2:固执；不易变化；不易制伏。～固|～抗|～症|～疾|～敌|～强。3:淘气的；不听劝导的。～童|～皮。,wán,wán,wán,wán,wán,2,2,2,2,wan,wan,wan,wan,wan
盏,zhǎn,zhǎn,zhǎn	[盞]	1:小杯子。杯～|茶～|把～|推杯换～。2:量词。 用于灯。一～台灯。,zhǎn,zhǎn,zhǎn,zhǎn,zhǎn,3,3,3,3,zhan,zhan,zhan,zhan,zhan
匪,fěi,fěi,fěi	1:强盗。～徒|～首|盗～|剿～|车～路霸。2:副词。 表示否定，相当于“不、非”。获益～浅|～夷所思（不是常人所能想到的）。,fěi,fěi,fěi,fěi,fěi,3,3,3,3,fei,fei,fei,fei,fei
捞,lāo,lāo,lāo	[撈]	1:把东西从液体中取出来。～鱼|捕～|打～|大海～针。2:取得（多指用不正当的手段）。～钱|～油水|～外快|趁机～一把。,lāo,lāo,lāo,lāo,lāo,1,1,1,1,lao,lao,lao,lao,lao
栽,zāi,zāi,zāi	1:种植；移植；插上。～种|～植|～树|盆～|移～|～绒。2:硬给安上；强加。～赃|给他～了一个罪名。3:供移植的植物幼苗。花～|稻～|树～子。4:跌倒，也比喻受挫。～倒|～跟头|～了一跤。,zāi,zāi,zāi,zāi,zāi,1,1,1,1,zai,zai,zai,zai,zai
捕,bǔ,bǔ,bǔ	捉；逮。～捞|～捉|～获|抓～|追～|逮～|～风捉影。,bǔ,bǔ,bǔ,bǔ,bǔ,3,3,3,3,bu,bu,bu,bu,bu
埂,gěng,gěng,gěng	1:田地里稍稍高起的分界小路。田～。2:地势高起的条形地方。小山～。3:土堤。～堰|堤～。,gěng,gěng,gěng,gěng,gěng,3,3,3,3,geng,geng,geng,geng,geng
捂,wǔ,wǔ,wǔ	遮盖住或封闭起来。～鼻子|～着被子|～盖子。,wǔ,wǔ,wǔ,wǔ,wǔ,3,3,3,3,wu,wu,wu,wu,wu
振,zhèn,zhèn,zhèn	1:抖动；挥动。～翅|～臂|～荡|～聋发聩|～笔疾书。2:奋起；奋发。～奋|～作|～兴|重～旗鼓|军心大～|一蹶不～。3:振动，物理学上指物体通过一个中心位置不断地往复运动。～幅|共～|谐～。,zhèn,zhèn,zhèn,zhèn,zhèn,4,4,4,4,zhen,zhen,zhen,zhen,zhen
